,ID,Scenario,alt,chosen,RC,OC,DR,time,Freq_p_week,nationality,Gender,marital,age,experience_months,income,education 
65,R_23V6WTC693E94Og,A1.1R,1,0,3000,39,600,15.715,6,4,2,2,56,156,4.5,2
66,R_23V6WTC693E94Og,A1.1R,3,1,3000,17,350,15.715,6,4,2,2,56,156,4.5,2
67,R_23V6WTC693E94Og,A1.1R,4,0,2950,17,250,15.715,6,4,2,2,56,156,4.5,2
68,R_23V6WTC693E94Og,A1.3R,1,0,3000,39,600,11.354,6,4,2,2,56,156,4.5,2
69,R_23V6WTC693E94Og,A1.3R,3,1,3000,17,350,11.354,6,4,2,2,56,156,4.5,2
70,R_23V6WTC693E94Og,A1.3R,4,0,2980,17,300,11.354,6,4,2,2,56,156,4.5,2
71,R_23V6WTC693E94Og,A1.4R,1,0,3000,39,600,15.357,6,4,2,2,56,156,4.5,2
72,R_23V6WTC693E94Og,A1.4R,3,1,3000,17,350,15.357,6,4,2,2,56,156,4.5,2
73,R_23V6WTC693E94Og,A1.4R,4,0,2980,17,250,15.357,6,4,2,2,56,156,4.5,2
74,R_23V6WTC693E94Og,A1.2R,1,0,3000,39,600,15.863,6,4,2,2,56,156,4.5,2
75,R_23V6WTC693E94Og,A1.2R,3,1,3000,17,350,15.863,6,4,2,2,56,156,4.5,2
76,R_23V6WTC693E94Og,A1.2R,4,0,2950,17,200,15.863,6,4,2,2,56,156,4.5,2
77,R_1MMyGP7w3EwTfMC,IND1.3,1,1,3000,41,600,3.578,7,4,2,1,45,96,2.5,3
78,R_1MMyGP7w3EwTfMC,IND1.3,3,0,3900,17,350,3.578,7,4,2,1,45,96,2.5,3
79,R_1MMyGP7w3EwTfMC,IND1.2,1,1,3000,41,600,2.51,7,4,2,1,45,96,2.5,3
80,R_1MMyGP7w3EwTfMC,IND1.2,3,0,3600,17,350,2.51,7,4,2,1,45,96,2.5,3
81,R_1MMyGP7w3EwTfMC,IND1.1,1,1,3000,41,600,2.966,7,4,2,1,45,96,2.5,3
82,R_1MMyGP7w3EwTfMC,IND1.1,3,0,3300,17,350,2.966,7,4,2,1,45,96,2.5,3
83,R_1MMyGP7w3EwTfMC,IND1,1,0,3000,41,600,5.369,7,4,2,1,45,96,2.5,3
84,R_1MMyGP7w3EwTfMC,IND1,3,1,3000,17,350,5.369,7,4,2,1,45,96,2.5,3
85,R_1MMyGP7w3EwTfMC,A1.1,1,0,3000,41,600,22.914,7,4,2,1,45,96,2.5,3
86,R_1MMyGP7w3EwTfMC,A1.1,3,1,3000,17,350,22.914,7,4,2,1,45,96,2.5,3
87,R_1MMyGP7w3EwTfMC,A1.1,4,0,2950,17,250,22.914,7,4,2,1,45,96,2.5,3
88,R_1MMyGP7w3EwTfMC,A1.4,1,0,3000,41,600,20.168,7,4,2,1,45,96,2.5,3
89,R_1MMyGP7w3EwTfMC,A1.4,3,1,3000,17,350,20.168,7,4,2,1,45,96,2.5,3
90,R_1MMyGP7w3EwTfMC,A1.4,4,0,2980,17,250,20.168,7,4,2,1,45,96,2.5,3
91,R_1MMyGP7w3EwTfMC,A1.2,1,0,3000,41,600,8.009,7,4,2,1,45,96,2.5,3
92,R_1MMyGP7w3EwTfMC,A1.2,3,1,3000,17,350,8.009,7,4,2,1,45,96,2.5,3
93,R_1MMyGP7w3EwTfMC,A1.2,4,0,2950,17,200,8.009,7,4,2,1,45,96,2.5,3
94,R_1MMyGP7w3EwTfMC,A1.3,1,0,3000,41,600,7.923,7,4,2,1,45,96,2.5,3
95,R_1MMyGP7w3EwTfMC,A1.3,3,1,3000,17,350,7.923,7,4,2,1,45,96,2.5,3
96,R_1MMyGP7w3EwTfMC,A1.3,4,0,2980,17,300,7.923,7,4,2,1,45,96,2.5,3
97,R_1IyLwEpuNVYBvPp,IND1.3,1,1,3000,23,850,4.428,6,4,2,2,50,156,3.5,2
98,R_1IyLwEpuNVYBvPp,IND1.3,3,0,3900,14,500,4.428,6,4,2,2,50,156,3.5,2
99,R_1IyLwEpuNVYBvPp,IND1.2,1,1,3000,23,850,3.377,6,4,2,2,50,156,3.5,2
100,R_1IyLwEpuNVYBvPp,IND1.2,3,0,3600,14,500,3.377,6,4,2,2,50,156,3.5,2
101,R_1IyLwEpuNVYBvPp,IND1.1,1,1,3000,23,850,9.214,6,4,2,2,50,156,3.5,2
102,R_1IyLwEpuNVYBvPp,IND1.1,3,0,3300,14,500,9.214,6,4,2,2,50,156,3.5,2
103,R_1IyLwEpuNVYBvPp,IND1,1,0,3000,23,850,2.099,6,4,2,2,50,156,3.5,2
104,R_1IyLwEpuNVYBvPp,IND1,3,1,3000,14,500,2.099,6,4,2,2,50,156,3.5,2
105,R_116lQQNL0eDcDhB,IND1.3,1,1,3000,45,550,4.038,7,4,2,1,59,300,3.5,2
106,R_116lQQNL0eDcDhB,IND1.3,3,0,3900,14,350,4.038,7,4,2,1,59,300,3.5,2
107,R_116lQQNL0eDcDhB,IND1.2,1,1,3000,45,550,2.837,7,4,2,1,59,300,3.5,2
108,R_116lQQNL0eDcDhB,IND1.2,3,0,3600,14,350,2.837,7,4,2,1,59,300,3.5,2
109,R_116lQQNL0eDcDhB,IND1.1,1,0,3000,45,550,4.089,7,4,2,1,59,300,3.5,2
110,R_116lQQNL0eDcDhB,IND1.1,3,1,3300,14,350,4.089,7,4,2,1,59,300,3.5,2
111,R_116lQQNL0eDcDhB,A1.1R,1,1,3000,45,550,6.657,7,4,2,1,59,300,3.5,2
112,R_116lQQNL0eDcDhB,A1.1R,3,0,3450,14,350,6.657,7,4,2,1,59,300,3.5,2
113,R_116lQQNL0eDcDhB,A1.1R,4,0,3400,14,250,6.657,7,4,2,1,59,300,3.5,2
114,R_116lQQNL0eDcDhB,A1.2R,1,1,3000,45,550,3.673,7,4,2,1,59,300,3.5,2
115,R_116lQQNL0eDcDhB,A1.2R,3,0,3450,14,350,3.673,7,4,2,1,59,300,3.5,2
116,R_116lQQNL0eDcDhB,A1.2R,4,0,3400,14,200,3.673,7,4,2,1,59,300,3.5,2
117,R_116lQQNL0eDcDhB,A1.4R,1,1,3000,45,550,4.857,7,4,2,1,59,300,3.5,2
118,R_116lQQNL0eDcDhB,A1.4R,3,0,3450,14,350,4.857,7,4,2,1,59,300,3.5,2
119,R_116lQQNL0eDcDhB,A1.4R,4,0,3430,14,250,4.857,7,4,2,1,59,300,3.5,2
120,R_116lQQNL0eDcDhB,A1.3R,1,1,3000,45,550,2.633,7,4,2,1,59,300,3.5,2
121,R_116lQQNL0eDcDhB,A1.3R,3,0,3450,14,350,2.633,7,4,2,1,59,300,3.5,2
122,R_116lQQNL0eDcDhB,A1.3R,4,0,3430,14,300,2.633,7,4,2,1,59,300,3.5,2
123,R_21v1Vyb8s6mQZYP,IND1.3,1,1,3000,39,600,21.382,7,4,2,2,55,156,4.5,2
124,R_21v1Vyb8s6mQZYP,IND1.3,3,0,3900,17,350,21.382,7,4,2,2,55,156,4.5,2
125,R_21v1Vyb8s6mQZYP,IND1.2,1,1,3000,39,600,6.909,7,4,2,2,55,156,4.5,2
126,R_21v1Vyb8s6mQZYP,IND1.2,3,0,3600,17,350,6.909,7,4,2,2,55,156,4.5,2
127,R_21v1Vyb8s6mQZYP,IND1.1,1,1,3000,39,600,10.202,7,4,2,2,55,156,4.5,2
128,R_21v1Vyb8s6mQZYP,IND1.1,3,0,3300,17,350,10.202,7,4,2,2,55,156,4.5,2
129,R_21v1Vyb8s6mQZYP,IND1,1,0,3000,39,600,7.303,7,4,2,2,55,156,4.5,2
130,R_21v1Vyb8s6mQZYP,IND1,3,1,3000,17,350,7.303,7,4,2,2,55,156,4.5,2
131,R_6nuwNg9ud7JrdF7,IND1.3,1,1,1800,29,600,11.788,5,4,2,1,48,42,3.5,3
132,R_6nuwNg9ud7JrdF7,IND1.3,3,0,2350,11,350,11.788,5,4,2,1,48,42,3.5,3
133,R_6nuwNg9ud7JrdF7,IND1.2,1,1,1800,29,600,4.91,5,4,2,1,48,42,3.5,3
134,R_6nuwNg9ud7JrdF7,IND1.2,3,0,2150,11,350,4.91,5,4,2,1,48,42,3.5,3
135,R_6nuwNg9ud7JrdF7,IND1.1,1,1,1800,29,600,20.497,5,4,2,1,48,42,3.5,3
136,R_6nuwNg9ud7JrdF7,IND1.1,3,0,2000,11,350,20.497,5,4,2,1,48,42,3.5,3
137,R_6nuwNg9ud7JrdF7,IND1,1,0,1800,29,600,6.811,5,4,2,1,48,42,3.5,3
138,R_6nuwNg9ud7JrdF7,IND1,3,1,1800,11,350,6.811,5,4,2,1,48,42,3.5,3
139,R_3RfOLQbftXNFAdQ,IND1.3,1,1,3000,18,850,3.514,5,4,2,1,43,54,2.5,2
140,R_3RfOLQbftXNFAdQ,IND1.3,3,0,3900,11,500,3.514,5,4,2,1,43,54,2.5,2
141,R_3RfOLQbftXNFAdQ,IND1.2,1,1,3000,18,850,3.242,5,4,2,1,43,54,2.5,2
142,R_3RfOLQbftXNFAdQ,IND1.2,3,0,3600,11,500,3.242,5,4,2,1,43,54,2.5,2
143,R_3RfOLQbftXNFAdQ,IND1.1,1,0,3000,18,850,9.74,5,4,2,1,43,54,2.5,2
144,R_3RfOLQbftXNFAdQ,IND1.1,3,1,3300,11,500,9.74,5,4,2,1,43,54,2.5,2
145,R_1QH55CS8w4P9JoK,IND1.3,1,1,4200,39,600,51.988,6,4,2,2,58,219,4.5,2
146,R_1QH55CS8w4P9JoK,IND1.3,3,0,5450,17,350,51.988,6,4,2,2,58,219,4.5,2
147,R_1QH55CS8w4P9JoK,IND1.2,1,1,4200,39,600,7.741,6,4,2,2,58,219,4.5,2
148,R_1QH55CS8w4P9JoK,IND1.2,3,0,5050,17,350,7.741,6,4,2,2,58,219,4.5,2
149,R_1QH55CS8w4P9JoK,IND1.1,1,1,4200,39,600,9.192,6,4,2,2,58,219,4.5,2
150,R_1QH55CS8w4P9JoK,IND1.1,3,0,4600,17,350,9.192,6,4,2,2,58,219,4.5,2
151,R_1QH55CS8w4P9JoK,IND1,1,1,4200,39,600,23.629,6,4,2,2,58,219,4.5,2
152,R_1QH55CS8w4P9JoK,IND1,3,0,4200,17,350,23.629,6,4,2,2,58,219,4.5,2
153,R_1QH55CS8w4P9JoK,INDB1,1,0,4200,39,600,19.327,6,4,2,2,58,219,4.5,2
154,R_1QH55CS8w4P9JoK,INDB1,3,1,3800,17,350,19.327,6,4,2,2,58,219,4.5,2
155,R_1QH55CS8w4P9JoK,A1.4R,1,0,4200,39,600,42.697,6,4,2,2,58,219,4.5,2
156,R_1QH55CS8w4P9JoK,A1.4R,3,1,3800,17,350,42.697,6,4,2,2,58,219,4.5,2
157,R_1QH55CS8w4P9JoK,A1.4R,4,0,3780,17,250,42.697,6,4,2,2,58,219,4.5,2
158,R_1QH55CS8w4P9JoK,A1.1R,1,0,4200,39,600,14.05,6,4,2,2,58,219,4.5,2
159,R_1QH55CS8w4P9JoK,A1.1R,3,1,3800,17,350,14.05,6,4,2,2,58,219,4.5,2
160,R_1QH55CS8w4P9JoK,A1.1R,4,0,3750,17,250,14.05,6,4,2,2,58,219,4.5,2
161,R_1QH55CS8w4P9JoK,A1.2R,1,0,4200,39,600,15.343,6,4,2,2,58,219,4.5,2
162,R_1QH55CS8w4P9JoK,A1.2R,3,1,3800,17,350,15.343,6,4,2,2,58,219,4.5,2
163,R_1QH55CS8w4P9JoK,A1.2R,4,0,3750,17,200,15.343,6,4,2,2,58,219,4.5,2
164,R_1QH55CS8w4P9JoK,A1.3R,1,0,4200,39,600,5.251,6,4,2,2,58,219,4.5,2
165,R_1QH55CS8w4P9JoK,A1.3R,3,1,3800,17,350,5.251,6,4,2,2,58,219,4.5,2
166,R_1QH55CS8w4P9JoK,A1.3R,4,0,3780,17,300,5.251,6,4,2,2,58,219,4.5,2
167,R_1I4bJytxmiu84aS,IND1.3,1,1,3000,23,850,12.495,5,4,2,1,55,156,2.5,3
168,R_1I4bJytxmiu84aS,IND1.3,3,0,3900,14,500,12.495,5,4,2,1,55,156,2.5,3
169,R_1I4bJytxmiu84aS,IND1.2,1,1,3000,23,850,1.802,5,4,2,1,55,156,2.5,3
170,R_1I4bJytxmiu84aS,IND1.2,3,0,3600,14,500,1.802,5,4,2,1,55,156,2.5,3
171,R_1I4bJytxmiu84aS,IND1.1,1,1,3000,23,850,3.044,5,4,2,1,55,156,2.5,3
172,R_1I4bJytxmiu84aS,IND1.1,3,0,3300,14,500,3.044,5,4,2,1,55,156,2.5,3
173,R_1I4bJytxmiu84aS,IND1,1,0,3000,23,850,11.835,5,4,2,1,55,156,2.5,3
174,R_1I4bJytxmiu84aS,IND1,3,1,3000,14,500,11.835,5,4,2,1,55,156,2.5,3
175,R_1I4bJytxmiu84aS,A1.1,1,0,3000,23,850,8.967,5,4,2,1,55,156,2.5,3
176,R_1I4bJytxmiu84aS,A1.1,3,0,3000,14,500,8.967,5,4,2,1,55,156,2.5,3
177,R_1I4bJytxmiu84aS,A1.1,4,1,2950,14,400,8.967,5,4,2,1,55,156,2.5,3
178,R_1I4bJytxmiu84aS,A1.3,1,0,3000,23,850,3.473,5,4,2,1,55,156,2.5,3
179,R_1I4bJytxmiu84aS,A1.3,3,0,3000,14,500,3.473,5,4,2,1,55,156,2.5,3
180,R_1I4bJytxmiu84aS,A1.3,4,1,2980,14,450,3.473,5,4,2,1,55,156,2.5,3
181,R_1I4bJytxmiu84aS,A1.2,1,0,3000,23,850,8.487,5,4,2,1,55,156,2.5,3
182,R_1I4bJytxmiu84aS,A1.2,3,0,3000,14,500,8.487,5,4,2,1,55,156,2.5,3
183,R_1I4bJytxmiu84aS,A1.2,4,1,2950,14,350,8.487,5,4,2,1,55,156,2.5,3
184,R_1I4bJytxmiu84aS,A1.4,1,0,3000,23,850,15.546,5,4,2,1,55,156,2.5,3
185,R_1I4bJytxmiu84aS,A1.4,3,0,3000,14,500,15.546,5,4,2,1,55,156,2.5,3
186,R_1I4bJytxmiu84aS,A1.4,4,1,2980,14,400,15.546,5,4,2,1,55,156,2.5,3
187,R_DTxkDnbqT7ODhD3,IND1.3,1,1,2100,30,650,6.363,6,4,2,2,37,30,3.5,5
188,R_DTxkDnbqT7ODhD3,IND1.3,3,0,2750,11,400,6.363,6,4,2,2,37,30,3.5,5
189,R_DTxkDnbqT7ODhD3,IND1.2,1,1,2100,30,650,2.203,6,4,2,2,37,30,3.5,5
190,R_DTxkDnbqT7ODhD3,IND1.2,3,0,2500,11,400,2.203,6,4,2,2,37,30,3.5,5
191,R_DTxkDnbqT7ODhD3,IND1.1,1,0,2100,30,650,4.96,6,4,2,2,37,30,3.5,5
192,R_DTxkDnbqT7ODhD3,IND1.1,3,1,2300,11,400,4.96,6,4,2,2,37,30,3.5,5
193,R_DTxkDnbqT7ODhD3,A1.3R,1,1,2100,30,650,11.208,6,4,2,2,37,30,3.5,5
194,R_DTxkDnbqT7ODhD3,A1.3R,3,0,2400,11,400,11.208,6,4,2,2,37,30,3.5,5
195,R_DTxkDnbqT7ODhD3,A1.3R,4,0,2380,11,350,11.208,6,4,2,2,37,30,3.5,5
196,R_DTxkDnbqT7ODhD3,A1.1R,1,1,2100,30,650,34.735,6,4,2,2,37,30,3.5,5
197,R_DTxkDnbqT7ODhD3,A1.1R,3,0,2400,11,400,34.735,6,4,2,2,37,30,3.5,5
198,R_DTxkDnbqT7ODhD3,A1.1R,4,0,2350,11,300,34.735,6,4,2,2,37,30,3.5,5
199,R_DTxkDnbqT7ODhD3,A1.2R,1,1,2100,30,650,3.868,6,4,2,2,37,30,3.5,5
200,R_DTxkDnbqT7ODhD3,A1.2R,3,0,2400,11,400,3.868,6,4,2,2,37,30,3.5,5
201,R_DTxkDnbqT7ODhD3,A1.2R,4,0,2350,11,250,3.868,6,4,2,2,37,30,3.5,5
202,R_DTxkDnbqT7ODhD3,A1.4R,1,1,2100,30,650,4.219,6,4,2,2,37,30,3.5,5
203,R_DTxkDnbqT7ODhD3,A1.4R,3,0,2400,11,400,4.219,6,4,2,2,37,30,3.5,5
204,R_DTxkDnbqT7ODhD3,A1.4R,4,0,2380,11,300,4.219,6,4,2,2,37,30,3.5,5
205,R_27jK07nVE2GTWlK,IND1.3,1,1,1800,21,850,5.578,5,4,2,1,48,96,3.5,2
206,R_27jK07nVE2GTWlK,IND1.3,3,0,2350,11,500,5.578,5,4,2,1,48,96,3.5,2
207,R_27jK07nVE2GTWlK,IND1.2,1,1,1800,21,850,2.085,5,4,2,1,48,96,3.5,2
208,R_27jK07nVE2GTWlK,IND1.2,3,0,2150,11,500,2.085,5,4,2,1,48,96,3.5,2
209,R_27jK07nVE2GTWlK,IND1.1,1,1,1800,21,850,3.395,5,4,2,1,48,96,3.5,2
210,R_27jK07nVE2GTWlK,IND1.1,3,0,2000,11,500,3.395,5,4,2,1,48,96,3.5,2
211,R_27jK07nVE2GTWlK,IND1,1,0,1800,21,850,3.247,5,4,2,1,48,96,3.5,2
212,R_27jK07nVE2GTWlK,IND1,3,1,1800,11,500,3.247,5,4,2,1,48,96,3.5,2
213,R_2V1JuOHs3yzzfpE,IND1.3,1,1,1800,41,600,36.89,6,4,2,2,50,96,5.5,3
214,R_2V1JuOHs3yzzfpE,IND1.3,3,0,2350,17,350,36.89,6,4,2,2,50,96,5.5,3
215,R_2V1JuOHs3yzzfpE,IND1.2,1,1,1800,41,600,10.479,6,4,2,2,50,96,5.5,3
216,R_2V1JuOHs3yzzfpE,IND1.2,3,0,2150,17,350,10.479,6,4,2,2,50,96,5.5,3
217,R_2V1JuOHs3yzzfpE,IND1.1,1,1,1800,41,600,5.055,6,4,2,2,50,96,5.5,3
218,R_2V1JuOHs3yzzfpE,IND1.1,3,0,2000,17,350,5.055,6,4,2,2,50,96,5.5,3
219,R_2V1JuOHs3yzzfpE,IND1,1,0,1800,41,600,7.993,6,4,2,2,50,96,5.5,3
220,R_2V1JuOHs3yzzfpE,IND1,3,1,1800,17,350,7.993,6,4,2,2,50,96,5.5,3
221,R_2V1JuOHs3yzzfpE,A1.1,1,1,1800,41,600,35.606,6,4,2,2,50,96,5.5,3
222,R_2V1JuOHs3yzzfpE,A1.1,3,0,1800,17,350,35.606,6,4,2,2,50,96,5.5,3
223,R_2V1JuOHs3yzzfpE,A1.1,4,0,1750,17,250,35.606,6,4,2,2,50,96,5.5,3
224,R_2V1JuOHs3yzzfpE,A1.2,1,1,1800,41,600,4.26,6,4,2,2,50,96,5.5,3
225,R_2V1JuOHs3yzzfpE,A1.2,3,0,1800,17,350,4.26,6,4,2,2,50,96,5.5,3
226,R_2V1JuOHs3yzzfpE,A1.2,4,0,1750,17,200,4.26,6,4,2,2,50,96,5.5,3
227,R_2V1JuOHs3yzzfpE,A1.3,1,1,1800,41,600,8.429,6,4,2,2,50,96,5.5,3
228,R_2V1JuOHs3yzzfpE,A1.3,3,0,1800,17,350,8.429,6,4,2,2,50,96,5.5,3
229,R_2V1JuOHs3yzzfpE,A1.3,4,0,1780,17,300,8.429,6,4,2,2,50,96,5.5,3
230,R_2V1JuOHs3yzzfpE,A1.4,1,1,1800,41,600,21.029,6,4,2,2,50,96,5.5,3
231,R_2V1JuOHs3yzzfpE,A1.4,3,0,1800,17,350,21.029,6,4,2,2,50,96,5.5,3
232,R_2V1JuOHs3yzzfpE,A1.4,4,0,1780,17,250,21.029,6,4,2,2,50,96,5.5,3
233,R_1OCtfTSMmVkf6Ey,IND1.3,1,1,2100,32,550,5.688,7,4,2,1,56,156,3.5,1
234,R_1OCtfTSMmVkf6Ey,IND1.3,3,0,2750,11,350,5.688,7,4,2,1,56,156,3.5,1
235,R_1OCtfTSMmVkf6Ey,IND1.2,1,0,2100,32,550,5.648,7,4,2,1,56,156,3.5,1
236,R_1OCtfTSMmVkf6Ey,IND1.2,3,1,2500,11,350,5.648,7,4,2,1,56,156,3.5,1
237,R_2rjTujS6iwLj4kx,IND1.3,1,1,1500,38,600,11.133,6,4,2,2,45,54,4.5,3
238,R_2rjTujS6iwLj4kx,IND1.3,3,0,1950,14,350,11.133,6,4,2,2,45,54,4.5,3
239,R_2rjTujS6iwLj4kx,IND1.2,1,1,1500,38,600,36.786,6,4,2,2,45,54,4.5,3
240,R_2rjTujS6iwLj4kx,IND1.2,3,0,1800,14,350,36.786,6,4,2,2,45,54,4.5,3
